2023-11-28 15:19:21,491 INFO    StreamThr :386099 [internal.py:wandb_internal():86] W&B internal server running at pid: 386099, started at: 2023-11-28 15:19:21.490770
2023-11-28 15:19:21,492 DEBUG   HandlerThread:386099 [handler.py:handle_request():146] handle_request: status
2023-11-28 15:19:21,493 INFO    WriterThread:386099 [datastore.py:open_for_write():85] open: /home/rlserver/Documents/deep-learning-for-image-processing/pytorch_keypoint/HRNet/wandb/run-20231128_151921-2ltnjvov/run-2ltnjvov.wandb
2023-11-28 15:19:21,494 DEBUG   SenderThread:386099 [sender.py:send():380] send: header
2023-11-28 15:19:21,500 DEBUG   SenderThread:386099 [sender.py:send():380] send: run
2023-11-28 15:19:22,225 INFO    SenderThread:386099 [dir_watcher.py:__init__():211] watching files in: /home/rlserver/Documents/deep-learning-for-image-processing/pytorch_keypoint/HRNet/wandb/run-20231128_151921-2ltnjvov/files
2023-11-28 15:19:22,225 INFO    SenderThread:386099 [sender.py:_start_run_threads():1124] run started: 2ltnjvov with start time 1701155961.491263
2023-11-28 15:19:22,228 DEBUG   HandlerThread:386099 [handler.py:handle_request():146] handle_request: check_version
2023-11-28 15:19:22,229 DEBUG   SenderThread:386099 [sender.py:send_request():407] send_request: check_version
2023-11-28 15:19:22,538 DEBUG   HandlerThread:386099 [handler.py:handle_request():146] handle_request: run_start
2023-11-28 15:19:22,566 DEBUG   HandlerThread:386099 [system_info.py:__init__():32] System info init
2023-11-28 15:19:22,566 DEBUG   HandlerThread:386099 [system_info.py:__init__():47] System info init done
2023-11-28 15:19:22,566 INFO    HandlerThread:386099 [system_monitor.py:start():194] Starting system monitor
2023-11-28 15:19:22,574 INFO    SystemMonitor:386099 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-28 15:19:22,575 INFO    HandlerThread:386099 [system_monitor.py:probe():214] Collecting system info
2023-11-28 15:19:22,577 INFO    SystemMonitor:386099 [interfaces.py:start():190] Started cpu monitoring
2023-11-28 15:19:22,578 INFO    SystemMonitor:386099 [interfaces.py:start():190] Started disk monitoring
2023-11-28 15:19:22,579 INFO    SystemMonitor:386099 [interfaces.py:start():190] Started gpu monitoring
2023-11-28 15:19:22,579 INFO    SystemMonitor:386099 [interfaces.py:start():190] Started memory monitoring
2023-11-28 15:19:22,580 INFO    SystemMonitor:386099 [interfaces.py:start():190] Started network monitoring
2023-11-28 15:19:22,588 DEBUG   HandlerThread:386099 [system_info.py:probe():196] Probing system
2023-11-28 15:19:22,590 DEBUG   HandlerThread:386099 [system_info.py:_probe_git():181] Probing git
2023-11-28 15:19:22,603 DEBUG   HandlerThread:386099 [system_info.py:_probe_git():189] Probing git done
2023-11-28 15:19:22,603 DEBUG   HandlerThread:386099 [system_info.py:probe():244] Probing system done
