2023-11-28 15:18:24,499 INFO    StreamThr :385805 [internal.py:wandb_internal():86] W&B internal server running at pid: 385805, started at: 2023-11-28 15:18:24.499378
2023-11-28 15:18:24,500 DEBUG   HandlerThread:385805 [handler.py:handle_request():146] handle_request: status
2023-11-28 15:18:24,516 INFO    WriterThread:385805 [datastore.py:open_for_write():85] open: /home/rlserver/Documents/deep-learning-for-image-processing/pytorch_keypoint/HRNet/wandb/run-20231128_151824-9dl3hbtf/run-9dl3hbtf.wandb
2023-11-28 15:18:24,516 DEBUG   SenderThread:385805 [sender.py:send():380] send: header
2023-11-28 15:18:24,525 DEBUG   SenderThread:385805 [sender.py:send():380] send: run
2023-11-28 15:18:25,334 INFO    SenderThread:385805 [dir_watcher.py:__init__():211] watching files in: /home/rlserver/Documents/deep-learning-for-image-processing/pytorch_keypoint/HRNet/wandb/run-20231128_151824-9dl3hbtf/files
2023-11-28 15:18:25,334 INFO    SenderThread:385805 [sender.py:_start_run_threads():1124] run started: 9dl3hbtf with start time 1701155904.506054
2023-11-28 15:18:25,343 DEBUG   HandlerThread:385805 [handler.py:handle_request():146] handle_request: check_version
2023-11-28 15:18:25,343 DEBUG   SenderThread:385805 [sender.py:send_request():407] send_request: check_version
2023-11-28 15:18:25,635 DEBUG   HandlerThread:385805 [handler.py:handle_request():146] handle_request: run_start
2023-11-28 15:18:25,663 DEBUG   HandlerThread:385805 [system_info.py:__init__():32] System info init
2023-11-28 15:18:25,663 DEBUG   HandlerThread:385805 [system_info.py:__init__():47] System info init done
2023-11-28 15:18:25,663 INFO    HandlerThread:385805 [system_monitor.py:start():194] Starting system monitor
2023-11-28 15:18:25,664 INFO    SystemMonitor:385805 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-28 15:18:25,664 INFO    HandlerThread:385805 [system_monitor.py:probe():214] Collecting system info
2023-11-28 15:18:25,665 INFO    SystemMonitor:385805 [interfaces.py:start():190] Started cpu monitoring
2023-11-28 15:18:25,666 INFO    SystemMonitor:385805 [interfaces.py:start():190] Started disk monitoring
2023-11-28 15:18:25,668 INFO    SystemMonitor:385805 [interfaces.py:start():190] Started gpu monitoring
2023-11-28 15:18:25,668 INFO    SystemMonitor:385805 [interfaces.py:start():190] Started memory monitoring
2023-11-28 15:18:25,669 INFO    SystemMonitor:385805 [interfaces.py:start():190] Started network monitoring
2023-11-28 15:18:25,701 DEBUG   HandlerThread:385805 [system_info.py:probe():196] Probing system
2023-11-28 15:18:25,706 DEBUG   HandlerThread:385805 [system_info.py:_probe_git():181] Probing git
2023-11-28 15:18:25,715 DEBUG   HandlerThread:385805 [system_info.py:_probe_git():189] Probing git done
2023-11-28 15:18:25,716 DEBUG   HandlerThread:385805 [system_info.py:probe():244] Probing system done
2023-11-28 15:18:25,716 DEBUG   HandlerThread:385805 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-89-generic-x86_64-with-glibc2.31', 'python': '3.9.18', 'heartbeatAt': '2023-11-28T07:18:25.701203', 'startedAt': '2023-11-28T07:18:24.497734', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/rlserver/Documents/deep-learning-for-image-processing/pytorch_keypoint/HRNet/train.py', 'codePathLocal': 'train.py', 'codePath': 'pytorch_keypoint/HRNet/train.py', 'git': {'remote': 'git@github.com:eric-hu519/deep-learning-for-image-processing.git', 'commit': 'd27195047a3f949d6d45ce8799f58ec6a467e255'}, 'email': 'huzhongyu519@outlook.com', 'root': '/home/rlserver/Documents/deep-learning-for-image-processing', 'host': 'rlserver', 'username': 'rlserver', 'executable': '/home/rlserver/miniconda3/envs/dlenv/bin/python', 'cpu_count': 14, 'cpu_count_logical': 20, 'cpu_freq': {'current': 2721.1879, 'min': 800.0, 'max': 4620.0}, 'cpu_freq_per_core': [{'current': 2470.429, 'min': 800.0, 'max': 5100.0}, {'current': 3500.0, 'min': 800.0, 'max': 5100.0}, {'current': 3514.103, 'min': 800.0, 'max': 5100.0}, {'current': 3311.889, 'min': 800.0, 'max': 5100.0}, {'current': 2493.122, 'min': 800.0, 'max': 5100.0}, {'current': 3308.475, 'min': 800.0, 'max': 5100.0}, {'current': 2708.721, 'min': 800.0, 'max': 5100.0}, {'current': 3283.985, 'min': 800.0, 'max': 5100.0}, {'current': 2518.804, 'min': 800.0, 'max': 5100.0}, {'current': 3312.164, 'min': 800.0, 'max': 5100.0}, {'current': 2593.829, 'min': 800.0, 'max': 5100.0}, {'current': 3500.0, 'min': 800.0, 'max': 5100.0}, {'current': 2166.498, 'min': 800.0, 'max': 3900.0}, {'current': 2584.635, 'min': 800.0, 'max': 3900.0}, {'current': 1941.842, 'min': 800.0, 'max': 3900.0}, {'current': 2603.115, 'min': 800.0, 'max': 3900.0}, {'current': 2612.284, 'min': 800.0, 'max': 3900.0}, {'current': 1651.365, 'min': 800.0, 'max': 3900.0}, {'current': 1791.038, 'min': 800.0, 'max': 3900.0}, {'current': 2557.46, 'min': 800.0, 'max': 3900.0}], 'disk': {'/': {'total': 467.78900146484375, 'used': 196.71403884887695}}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 62.607608795166016}}
2023-11-28 15:18:25,716 INFO    HandlerThread:385805 [system_monitor.py:probe():224] Finished collecting system info
2023-11-28 15:18:25,716 INFO    HandlerThread:385805 [system_monitor.py:probe():227] Publishing system info
2023-11-28 15:18:25,716 DEBUG   HandlerThread:385805 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-28 15:18:25,716 DEBUG   HandlerThread:385805 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-28 15:18:25,716 DEBUG   HandlerThread:385805 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-11-28 15:18:26,335 INFO    Thread-12 :385805 [dir_watcher.py:_on_file_created():271] file/dir created: /home/rlserver/Documents/deep-learning-for-image-processing/pytorch_keypoint/HRNet/wandb/run-20231128_151824-9dl3hbtf/files/conda-environment.yaml
2023-11-28 15:18:26,335 INFO    Thread-12 :385805 [dir_watcher.py:_on_file_created():271] file/dir created: /home/rlserver/Documents/deep-learning-for-image-processing/pytorch_keypoint/HRNet/wandb/run-20231128_151824-9dl3hbtf/files/requirements.txt
2023-11-28 15:18:27,444 DEBUG   HandlerThread:385805 [system_info.py:_save_conda():87] Saving conda packages done
2023-11-28 15:18:27,444 INFO    HandlerThread:385805 [system_monitor.py:probe():229] Finished publishing system info
2023-11-28 15:18:27,455 DEBUG   SenderThread:385805 [sender.py:send():380] send: files
2023-11-28 15:18:27,455 INFO    SenderThread:385805 [sender.py:_save_file():1380] saving file wandb-metadata.json with policy now
2023-11-28 15:18:27,459 DEBUG   HandlerThread:385805 [handler.py:handle_request():146] handle_request: stop_status
2023-11-28 15:18:27,460 DEBUG   SenderThread:385805 [sender.py:send_request():407] send_request: stop_status
2023-11-28 15:18:27,461 DEBUG   HandlerThread:385805 [handler.py:handle_request():146] handle_request: internal_messages
2023-11-28 15:18:27,961 DEBUG   SenderThread:385805 [sender.py:send():380] send: telemetry
2023-11-28 15:18:27,961 DEBUG   SenderThread:385805 [sender.py:send():380] send: exit
2023-11-28 15:18:27,961 INFO    SenderThread:385805 [sender.py:send_exit():585] handling exit code: 1
2023-11-28 15:18:27,961 INFO    SenderThread:385805 [sender.py:send_exit():587] handling runtime: 1
2023-11-28 15:18:27,962 INFO    SenderThread:385805 [sender.py:_save_file():1380] saving file wandb-summary.json with policy end
2023-11-28 15:18:27,962 INFO    SenderThread:385805 [sender.py:send_exit():593] send defer
2023-11-28 15:18:27,963 DEBUG   HandlerThread:385805 [handler.py:handle_request():146] handle_request: defer
2023-11-28 15:18:27,963 INFO    HandlerThread:385805 [handler.py:handle_request_defer():172] handle defer: 0
2023-11-28 15:18:27,963 DEBUG   SenderThread:385805 [sender.py:send_request():407] send_request: defer
2023-11-28 15:18:27,963 INFO    SenderThread:385805 [sender.py:send_request_defer():609] handle sender defer: 0
2023-11-28 15:18:27,963 INFO    SenderThread:385805 [sender.py:transition_state():613] send defer: 1
2023-11-28 15:18:27,963 DEBUG   HandlerThread:385805 [handler.py:handle_request():146] handle_request: defer
2023-11-28 15:18:27,963 INFO    HandlerThread:385805 [handler.py:handle_request_defer():172] handle defer: 1
